0.5819 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.1790 	EXP 	Created Train_CategCaras_Male_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='Train_CategCaras_Male_text', opacity=1, ori=0.0, pos=array([-0.75,  0.5 ]), rgb=UNKNOWN, text='Fruta', units='norm', win=Window(...), wrapWidth=1)
6.1813 	EXP 	Created Train_CategCaras_Female_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='Train_CategCaras_Female_text', opacity=1, ori=0.0, pos=array([0.75, 0.5 ]), rgb=UNKNOWN, text='Verdura', units='norm', win=Window(...), wrapWidth=1)
6.1886 	EXP 	Created NoLiftFinger_Warning_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='NoLiftFinger_Warning_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Cuando escoja no levante el dedo. ', units='norm', win=Window(...), wrapWidth=1)
6.1985 	EXP 	Created Thanks_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Thanks_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
6.2029 	EXP 	Imported CategCaras_instr.xlsx as conditions, 4 conditions, 1 params
6.2035 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
6.2037 	EXP 	New trial (rep=0, index=0): {'I_CategCaras': 'Va a ver una imagen en pantalla. Tiene que escoger si es de categoria A o B.\nEmpecemos con un entrenamiento. \nOprima la flecha para continuar. '}
6.2672 	EXP 	Instr_CategCaras_text: text = 'Va a ver una imagen en pantalla. Tiene que escoger si es de categoria A o B.\nEmpecemos con un entrenamiento. \nOprima la flecha para continuar. '
6.2672 	EXP 	Instr_CategCaras_text: autoDraw = True
6.2672 	EXP 	Next_button_CategCaras_image: autoDraw = True
7.3715 	DATA 	Mouse: Left button down, pos=(1738,108)
7.4141 	EXP 	New trial (rep=0, index=1): {'I_CategCaras': 'En el entrenamiento va a ver la imagen de  una fruta o verdura, la cual estara poco tiempo en pantalla.\nOprima la flecha para continuar. '}
7.4350 	EXP 	Instr_CategCaras_text: autoDraw = False
7.4350 	EXP 	Next_button_CategCaras_image: autoDraw = False
7.4350 	EXP 	Instr_CategCaras_text: text = 'En el entrenamiento va a ver la imagen de  una fruta o verdura, la cual estara poco tiempo en pantalla.\nOprima la flecha para continuar. '
7.4350 	EXP 	Instr_CategCaras_text: autoDraw = True
7.4350 	EXP 	Next_button_CategCaras_image: autoDraw = True
7.4686 	DATA 	Mouse:  Left button up, pos=(1738,108)
7.8858 	DATA 	Mouse: Left button down, pos=(1738,108)
7.8881 	EXP 	New trial (rep=0, index=2): {'I_CategCaras': 'Cuando desaparezca la imagen saldra un cuadrado en la parte inferior de la pantalla. \nPonga su dedo o mouse sobre ese cuadrado para ver las opciones FRUTA y VERDURA. Tiene que decidir si la imagen que vio era FRUTA o VERDURA.\nOprima la flecha para continuar.'}
7.9029 	EXP 	Instr_CategCaras_text: autoDraw = False
7.9029 	EXP 	Next_button_CategCaras_image: autoDraw = False
7.9029 	EXP 	Instr_CategCaras_text: text = 'Cuando desaparezca la imagen saldra un cuadrado en la parte inferior de la pantalla. \nPonga su dedo o mouse sobre ese cuadrado para ver las opciones FRUTA y VERDURA. Tiene que decidir si la imagen que vio era FRUTA o VERDURA.\nOprima la flecha para continuar.'
7.9029 	EXP 	Instr_CategCaras_text: autoDraw = True
7.9029 	EXP 	Next_button_CategCaras_image: autoDraw = True
8.0030 	DATA 	Mouse:  Left button up, pos=(1738,108)
8.3865 	DATA 	Mouse: Left button down, pos=(1738,108)
8.3889 	EXP 	New trial (rep=0, index=3): {'I_CategCaras': 'Si esta en una pantalla tactil, desplace su dedo sobre la pantalla desde el cuadrado inferior hacía la opcion escogida.\nOprima la flecha para empezar el ENTRENAMIENTO'}
8.4029 	EXP 	Instr_CategCaras_text: autoDraw = False
8.4029 	EXP 	Next_button_CategCaras_image: autoDraw = False
8.4029 	EXP 	Instr_CategCaras_text: text = 'Si esta en una pantalla tactil, desplace su dedo sobre la pantalla desde el cuadrado inferior hacía la opcion escogida.\nOprima la flecha para empezar el ENTRENAMIENTO'
8.4029 	EXP 	Instr_CategCaras_text: autoDraw = True
8.4029 	EXP 	Next_button_CategCaras_image: autoDraw = True
8.4869 	DATA 	Mouse:  Left button up, pos=(1738,108)
9.0203 	DATA 	Mouse: Left button down, pos=(1738,108)
9.0262 	EXP 	Imported CategCaras_Train_imgs.xlsx as conditions, 6 conditions, 2 params
9.0278 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
9.0280 	EXP 	New trial (rep=0, index=0): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/banana.png', 'Train_CategCaras_Type_img': 'Fruit'}
9.0367 	EXP 	Instr_CategCaras_text: autoDraw = False
9.0367 	EXP 	Next_button_CategCaras_image: autoDraw = False
9.0367 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/banana.png'
9.0367 	EXP 	FruitVeg_image: autoDraw = True
9.1391 	DATA 	Mouse:  Left button up, pos=(1738,108)
10.0710 	EXP 	FruitVeg_image: autoDraw = False
10.0710 	EXP 	FruitVeg_image: autoDraw = False
10.0710 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
10.5049 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
10.5049 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
10.5049 	EXP 	Train_CategCaras_Male_text: autoDraw = True
10.5049 	EXP 	Train_CategCaras_Female_text: autoDraw = True
11.1280 	EXP 	New trial (rep=0, index=1): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/lettuce.png', 'Train_CategCaras_Type_img': 'Vegetable'}
11.2557 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
11.2557 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
11.2557 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
11.2557 	EXP 	Train_CategCaras_Male_text: autoDraw = False
11.2557 	EXP 	Train_CategCaras_Female_text: autoDraw = False
11.2557 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
11.2557 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
11.2557 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
11.2557 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/lettuce.png'
11.2557 	EXP 	FruitVeg_image: autoDraw = True
12.1566 	EXP 	FruitVeg_image: autoDraw = False
12.1566 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
12.1566 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
12.1566 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
12.1566 	EXP 	Train_CategCaras_Male_text: autoDraw = True
12.1566 	EXP 	Train_CategCaras_Female_text: autoDraw = True
12.9454 	EXP 	New trial (rep=0, index=2): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/brocoli.png', 'Train_CategCaras_Type_img': 'Vegetable'}
12.9740 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
12.9740 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
12.9740 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
12.9740 	EXP 	Train_CategCaras_Male_text: autoDraw = False
12.9740 	EXP 	Train_CategCaras_Female_text: autoDraw = False
12.9740 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
12.9740 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
12.9740 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
12.9740 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/brocoli.png'
12.9740 	EXP 	FruitVeg_image: autoDraw = True
13.9750 	EXP 	FruitVeg_image: autoDraw = False
13.9750 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
13.9750 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
13.9750 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
13.9750 	EXP 	Train_CategCaras_Male_text: autoDraw = True
13.9750 	EXP 	Train_CategCaras_Female_text: autoDraw = True
14.7642 	EXP 	New trial (rep=0, index=3): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/apple.png', 'Train_CategCaras_Type_img': 'Fruit'}
14.7925 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
14.7925 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
14.7925 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
14.7925 	EXP 	Train_CategCaras_Male_text: autoDraw = False
14.7925 	EXP 	Train_CategCaras_Female_text: autoDraw = False
14.7925 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
14.7925 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
14.7925 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
14.7925 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/apple.png'
14.7925 	EXP 	FruitVeg_image: autoDraw = True
15.7935 	EXP 	FruitVeg_image: autoDraw = False
15.7935 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
15.7935 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
15.7935 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
15.7935 	EXP 	Train_CategCaras_Male_text: autoDraw = True
15.7935 	EXP 	Train_CategCaras_Female_text: autoDraw = True
16.6160 	EXP 	New trial (rep=0, index=4): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/zucchini.png', 'Train_CategCaras_Type_img': 'Vegetable'}
16.6442 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
16.6442 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
16.6442 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
16.6442 	EXP 	Train_CategCaras_Male_text: autoDraw = False
16.6442 	EXP 	Train_CategCaras_Female_text: autoDraw = False
16.6442 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
16.6442 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
16.6442 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
16.6442 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/zucchini.png'
16.6442 	EXP 	FruitVeg_image: autoDraw = True
17.6453 	EXP 	FruitVeg_image: autoDraw = False
17.6453 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
17.6453 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
17.6453 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
17.6453 	EXP 	Train_CategCaras_Male_text: autoDraw = True
17.6453 	EXP 	Train_CategCaras_Female_text: autoDraw = True
18.3515 	EXP 	New trial (rep=0, index=5): {'Train_CategCaras_img_file': 'Images/CategCaras_Train/watermelon.png', 'Train_CategCaras_Type_img': 'Fruit'}
18.3626 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
18.3626 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
18.3626 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
18.3626 	EXP 	Train_CategCaras_Male_text: autoDraw = False
18.3626 	EXP 	Train_CategCaras_Female_text: autoDraw = False
18.3626 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
18.3626 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
18.3626 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
18.3626 	EXP 	FruitVeg_image: image = 'Images/CategCaras_Train/watermelon.png'
18.3626 	EXP 	FruitVeg_image: autoDraw = True
19.3636 	EXP 	FruitVeg_image: autoDraw = False
19.3636 	EXP 	FruitVeg_image: autoDraw = False
19.3636 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = True
19.3636 	EXP 	Train_CategCaras_Der_polygon: autoDraw = True
19.3636 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = True
19.3636 	EXP 	Train_CategCaras_Male_text: autoDraw = True
19.3636 	EXP 	Train_CategCaras_Female_text: autoDraw = True
20.0141 	EXP 	Train_CategCaras_Izq_polygon: autoDraw = False
20.0141 	EXP 	Train_CategCaras_Der_polygon: autoDraw = False
20.0141 	EXP 	Train_CategCaras_Inferior_polygon: autoDraw = False
20.0141 	EXP 	Train_CategCaras_Male_text: autoDraw = False
20.0141 	EXP 	Train_CategCaras_Female_text: autoDraw = False
20.0141 	EXP 	NoLiftFinger_Warning_text: autoDraw = True
20.0141 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
20.0141 	EXP 	NoLiftFinger_Warning_text: autoDraw = False
20.0141 	EXP 	Thanks_text: autoDraw = True
24.0213 	EXP 	Thanks_text: autoDraw = False
24.1927 	EXP 	window1: mouseVisible = True
